Unnamed: 0,Event Title,Event Date,Player Name,Score,Round,Pars,Scores,Hole,Double_Eagle_or_Better,Eagle,Birdie,Par,Bogey,Double_Bogey,Worse_than_Double_Bogey,Hole_in_1,Score_Relative_to_Par,Cumulative_Score,Streak_of_3_Birdies_or_Better,Bogey_Free_Round,Under_70_All_Rounds,Overall_Cumulative_Score,Position_At_Hole,Cumulative_Score_Relative_to_Par,FPTS,Cumulative_FPTS,FPTS_Positions,Total_FPTS
661989,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,4,3.0,4,0,0,1,0,0,0,0,0,-1.0,14.0,0,0,0,14.0,16,-1.0,3.0,6.0,5,11.0
661991,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,5,5.0,5,0,0,0,1,0,0,0,0,0.0,19.0,0,0,0,19.0,35,-1.0,0.5,6.5,2,8.5
661993,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,4,4.0,6,0,0,0,1,0,0,0,0,0.0,23.0,0,0,0,23.0,43,-1.0,0.5,7.0,1,8.0
661995,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,3,3.0,7,0,0,0,1,0,0,0,0,0.0,26.0,0,0,0,26.0,43,-1.0,0.5,7.5,1,8.5
661997,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,4,5.0,8,0,0,0,0,1,0,0,0,1.0,31.0,0,0,0,31.0,93,0.0,-0.5,7.0,0,7.0
661999,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,4,4.0,9,0,0,0,1,0,0,0,0,0.0,35.0,0,0,0,35.0,98,0.0,0.5,7.5,0,7.5
662001,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,4,4.0,10,0,0,0,1,0,0,0,0,0.0,39.0,0,0,0,39.0,98,0.0,0.5,8.0,0,8.0
662003,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,4,4.0,11,0,0,0,1,0,0,0,0,0.0,43.0,0,0,0,43.0,92,0.0,0.5,8.5,0,8.5
662005,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,3,4.0,12,0,0,0,0,1,0,0,0,1.0,47.0,0,0,0,47.0,116,1.0,-0.5,8.0,0,8.0
662007,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,4,4.0,13,0,0,0,1,0,0,0,0,0.0,51.0,0,0,0,51.0,116,1.0,0.5,8.5,0,8.5
662009,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,4,4.0,14,0,0,0,1,0,0,0,0,0.0,55.0,0,0,0,55.0,114,1.0,0.5,9.0,0,9.0
662011,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,5,5.0,15,0,0,0,1,0,0,0,0,0.0,60.0,0,0,0,60.0,121,1.0,0.5,9.5,0,9.5
662013,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,3,3.0,16,0,0,0,1,0,0,0,0,0.0,63.0,0,0,0,63.0,116,1.0,0.5,10.0,0,10.0
662015,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,4,4.0,17,0,0,0,1,0,0,0,0,0.0,67.0,0,0,0,67.0,120,1.0,0.5,10.5,0,10.5
662017,Wyndham Championship,2024-08-08,Chez Reavie,CUT,1,4,4.0,18,0,0,0,1,0,0,0,0,0.0,71.0,0,0,0,71.0,120,1.0,0.5,11.0,0,11.0
662019,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,75.0,116,1.0,0.5,11.5,0,11.5
662021,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,4,2.0,2,0,1,0,0,0,0,0,0,-2.0,6.0,0,0,0,77.0,72,-1.0,8.0,19.5,0,19.5
662023,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,3,4.0,3,0,0,0,0,1,0,0,0,1.0,10.0,0,0,0,81.0,103,0.0,-0.5,19.0,0,19.0
662025,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,4,4.0,4,0,0,0,1,0,0,0,0,0.0,14.0,0,0,0,85.0,104,0.0,0.5,19.5,0,19.5
662027,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,5,4.0,5,0,0,1,0,0,0,0,0,-1.0,18.0,0,0,0,89.0,97,-1.0,3.0,22.5,0,22.5
662029,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,4,4.0,6,0,0,0,1,0,0,0,0,0.0,22.0,0,0,0,93.0,96,-1.0,0.5,23.0,0,23.0
662031,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,3,2.0,7,0,0,1,0,0,0,0,0,-1.0,24.0,0,0,0,95.0,77,-2.0,3.0,26.0,0,26.0
662033,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,4,4.0,8,0,0,0,1,0,0,0,0,0.0,28.0,0,0,0,99.0,78,-2.0,0.5,26.5,0,26.5
662035,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,4,4.0,9,0,0,0,1,0,0,0,0,0.0,32.0,0,0,0,103.0,78,-2.0,0.5,27.0,0,27.0
662037,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,4,4.0,10,0,0,0,1,0,0,0,0,0.0,36.0,0,0,0,107.0,79,-2.0,0.5,27.5,0,27.5
662039,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,4,4.0,11,0,0,0,1,0,0,0,0,0.0,40.0,0,0,0,111.0,79,-2.0,0.5,28.0,0,28.0
662041,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,3,3.0,12,0,0,0,1,0,0,0,0,0.0,43.0,0,0,0,114.0,76,-2.0,0.5,28.5,0,28.5
662043,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,4,5.0,13,0,0,0,0,1,0,0,0,1.0,48.0,0,0,0,119.0,93,-1.0,-0.5,28.0,0,28.0
662045,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,4,4.0,14,0,0,0,1,0,0,0,0,0.0,52.0,0,0,0,123.0,91,-1.0,0.5,28.5,0,28.5
662047,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,56.0,0,0,0,127.0,87,-2.0,3.0,31.5,0,31.5
662049,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,3,2.0,16,0,0,1,0,0,0,0,0,-1.0,58.0,0,0,0,129.0,72,-3.0,3.0,34.5,0,34.5
662051,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,4,4.0,17,0,0,0,1,0,0,0,0,0.0,62.0,0,0,0,133.0,70,-3.0,0.5,35.0,0,35.0
662053,Wyndham Championship,2024-08-08,Chez Reavie,CUT,2,4,4.0,18,0,0,0,1,0,0,0,0,0.0,66.0,0,0,0,137.0,67,-3.0,0.5,35.5,0,35.5
662163,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,4,3.0,1,0,0,1,0,0,0,0,0,-1.0,3.0,0,0,0,3.0,1,-1.0,3.0,3.0,30,33.0
662165,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,4,4.0,2,0,0,0,1,0,0,0,0,0.0,7.0,0,0,0,7.0,12,-1.0,0.5,3.5,6,9.5
662167,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,3,3.0,3,0,0,0,1,0,0,0,0,0.0,10.0,0,0,0,10.0,14,-1.0,0.5,4.0,6,10.0
662169,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,4,4.0,4,0,0,0,1,0,0,0,0,0.0,14.0,0,0,0,14.0,16,-1.0,0.5,4.5,5,9.5
662171,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,5,3.0,5,0,1,0,0,0,0,0,0,-2.0,17.0,0,0,0,17.0,6,-3.0,8.0,12.5,12,24.5
662173,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,4,4.0,6,0,0,0,1,0,0,0,0,0.0,21.0,0,0,0,21.0,8,-3.0,0.5,13.0,9,22.0
662175,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,3,2.0,7,0,0,1,0,0,0,0,0,-1.0,23.0,0,0,0,23.0,4,-4.0,3.0,16.0,16,32.0
662177,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,4,4.0,8,0,0,0,1,0,0,0,0,0.0,27.0,0,0,0,27.0,4,-4.0,0.5,16.5,16,32.5
662179,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,4,3.0,9,0,0,1,0,0,0,0,0,-1.0,30.0,0,0,0,30.0,4,-5.0,3.0,19.5,16,35.5
662181,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,4,5.0,10,0,0,0,0,1,0,0,0,1.0,35.0,0,0,0,35.0,5,-4.0,-0.5,19.0,14,33.0
662183,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,4,3.0,11,0,0,1,0,0,0,0,0,-1.0,38.0,0,0,0,38.0,4,-5.0,3.0,22.0,16,38.0
662185,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,3,4.0,12,0,0,0,0,1,0,0,0,1.0,42.0,0,0,0,42.0,6,-4.0,-0.5,21.5,12,33.5
662187,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,4,4.0,13,0,0,0,1,0,0,0,0,0.0,46.0,0,0,0,46.0,9,-4.0,0.5,22.0,8,30.0
662189,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,4,4.0,14,0,0,0,1,0,0,0,0,0.0,50.0,0,0,0,50.0,9,-4.0,0.5,22.5,8,30.5
662191,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,54.0,0,0,0,54.0,6,-5.0,3.0,25.5,12,37.5
662193,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,3,3.0,16,0,0,0,1,0,0,0,0,0.0,57.0,0,0,0,57.0,7,-5.0,0.5,26.0,10,36.0
662195,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,4,4.0,17,0,0,0,1,0,0,0,0,0.0,61.0,0,0,0,61.0,9,-5.0,0.5,26.5,8,34.5
662197,Wyndham Championship,2024-08-08,Chris Gotterup,-10,1,4,4.0,18,0,0,0,1,0,0,0,0,0.0,65.0,0,0,0,65.0,9,-5.0,0.5,27.0,8,35.0
662199,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,69.0,9,-5.0,0.5,27.5,8,35.5
662201,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,4,3.0,2,0,0,1,0,0,0,0,0,-1.0,7.0,0,0,0,72.0,6,-6.0,3.0,30.5,12,42.5
662203,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,3,3.0,3,0,0,0,1,0,0,0,0,0.0,10.0,0,0,0,75.0,6,-6.0,0.5,31.0,12,43.0
662205,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,4,4.0,4,0,0,0,1,0,0,0,0,0.0,14.0,0,0,0,79.0,10,-6.0,0.5,31.5,7,38.5
662207,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,5,4.0,5,0,0,1,0,0,0,0,0,-1.0,18.0,0,0,0,83.0,9,-7.0,3.0,34.5,8,42.5
662209,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,4,4.0,6,0,0,0,1,0,0,0,0,0.0,22.0,0,0,0,87.0,11,-7.0,0.5,35.0,6,41.0
662211,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,3,3.0,7,0,0,0,1,0,0,0,0,0.0,25.0,0,0,0,90.0,9,-7.0,0.5,35.5,8,43.5
662213,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,4,4.0,8,0,0,0,1,0,0,0,0,0.0,29.0,0,0,0,94.0,9,-7.0,0.5,36.0,8,44.0
662215,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,4,4.0,9,0,0,0,1,0,0,0,0,0.0,33.0,0,0,0,98.0,8,-7.0,0.5,36.5,9,45.5
662217,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,4,4.0,10,0,0,0,1,0,0,0,0,0.0,37.0,0,0,0,102.0,8,-7.0,0.5,37.0,9,46.0
662219,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,4,4.0,11,0,0,0,1,0,0,0,0,0.0,41.0,0,0,0,106.0,9,-7.0,0.5,37.5,8,45.5
662221,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,3,3.0,12,0,0,0,1,0,0,0,0,0.0,44.0,0,0,0,109.0,8,-7.0,0.5,38.0,9,47.0
662223,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,4,5.0,13,0,0,0,0,1,0,0,0,1.0,49.0,0,0,0,114.0,18,-6.0,-0.5,37.5,5,42.5
662225,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,4,4.0,14,0,0,0,1,0,0,0,0,0.0,53.0,0,0,0,118.0,16,-6.0,0.5,38.0,5,43.0
662227,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,57.0,0,0,0,122.0,15,-7.0,3.0,41.0,6,47.0
662229,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,3,3.0,16,0,0,0,1,0,0,0,0,0.0,60.0,0,0,0,125.0,16,-7.0,0.5,41.5,5,46.5
662231,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,4,5.0,17,0,0,0,0,1,0,0,0,1.0,65.0,0,0,0,130.0,19,-6.0,-0.5,41.0,5,46.0
662233,Wyndham Championship,2024-08-08,Chris Gotterup,-10,2,4,4.0,18,0,0,0,1,0,0,0,0,0.0,69.0,0,0,0,134.0,18,-6.0,0.5,41.5,5,46.5
662235,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,138.0,18,-6.0,0.5,42.0,5,47.0
662237,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,4,4.0,2,0,0,0,1,0,0,0,0,0.0,8.0,0,0,0,142.0,20,-6.0,0.5,42.5,5,47.5
662239,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,3,3.0,3,0,0,0,1,0,0,0,0,0.0,11.0,0,0,0,145.0,24,-6.0,0.5,43.0,4,47.0
662241,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,4,4.0,4,0,0,0,1,0,0,0,0,0.0,15.0,0,0,0,149.0,25,-6.0,0.5,43.5,4,47.5
662243,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,5,4.0,5,0,0,1,0,0,0,0,0,-1.0,19.0,0,0,0,153.0,23,-7.0,3.0,46.5,4,50.5
662245,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,4,4.0,6,0,0,0,1,0,0,0,0,0.0,23.0,0,0,0,157.0,23,-7.0,0.5,47.0,4,51.0
662247,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,3,3.0,7,0,0,0,1,0,0,0,0,0.0,26.0,0,0,0,160.0,22,-7.0,0.5,47.5,4,51.5
662249,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,4,3.0,8,0,0,1,0,0,0,0,0,-1.0,29.0,0,0,0,163.0,16,-8.0,3.0,50.5,5,55.5
662251,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,4,3.0,9,0,0,1,0,0,0,0,0,-1.0,32.0,0,0,0,166.0,13,-9.0,3.0,53.5,6,59.5
662253,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,4,4.0,10,0,0,0,1,0,0,0,0,0.0,36.0,0,0,0,170.0,11,-9.0,0.5,54.0,6,60.0
662255,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,4,3.0,11,0,0,1,0,0,0,0,0,-1.0,39.0,0,0,0,173.0,8,-10.0,3.0,57.0,9,66.0
662257,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,3,4.0,12,0,0,0,0,1,0,0,0,1.0,43.0,0,0,0,177.0,12,-9.0,-0.5,56.5,6,62.5
662259,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,4,4.0,13,0,0,0,1,0,0,0,0,0.0,47.0,0,0,0,181.0,15,-9.0,0.5,57.0,6,63.0
662261,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,4,5.0,14,0,0,0,0,1,0,0,0,1.0,52.0,0,0,0,186.0,18,-8.0,-0.5,56.5,5,61.5
662263,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,5,5.0,15,0,0,0,1,0,0,0,0,0.0,57.0,0,0,0,191.0,22,-8.0,0.5,57.0,4,61.0
662265,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,3,3.0,16,0,0,0,1,0,0,0,0,0.0,60.0,0,0,0,194.0,25,-8.0,0.5,57.5,4,61.5
662267,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,4,5.0,17,0,0,0,0,1,0,0,0,1.0,65.0,0,0,0,199.0,35,-7.0,-0.5,57.0,2,59.0
662269,Wyndham Championship,2024-08-08,Chris Gotterup,-10,3,4,4.0,18,0,0,0,1,0,0,0,0,0.0,69.0,0,0,0,203.0,34,-7.0,0.5,57.5,2,59.5
662271,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,207.0,31,-7.0,0.5,58.0,2,60.0
662273,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,4,5.0,2,0,0,0,0,1,0,0,0,1.0,9.0,0,0,0,212.0,42,-6.0,-0.5,57.5,1,58.5
662275,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,3,3.0,3,0,0,0,1,0,0,0,0,0.0,12.0,0,0,0,215.0,45,-6.0,0.5,58.0,1,59.0
662277,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,4,4.0,4,0,0,0,1,0,0,0,0,0.0,16.0,0,0,0,219.0,43,-6.0,0.5,58.5,1,59.5
662279,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,5,4.0,5,0,0,1,0,0,0,0,0,-1.0,20.0,0,0,0,223.0,38,-7.0,3.0,61.5,2,63.5
662281,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,4,4.0,6,0,0,0,1,0,0,0,0,0.0,24.0,0,0,0,227.0,37,-7.0,0.5,62.0,2,64.0
662283,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,3,4.0,7,0,0,0,0,1,0,0,0,1.0,28.0,0,0,0,231.0,45,-6.0,-0.5,61.5,1,62.5
662285,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,4,4.0,8,0,0,0,1,0,0,0,0,0.0,32.0,0,0,0,235.0,46,-6.0,0.5,62.0,1,63.0
662287,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,4,4.0,9,0,0,0,1,0,0,0,0,0.0,36.0,0,0,0,239.0,45,-6.0,0.5,62.5,1,63.5
662289,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,4,4.0,10,0,0,0,1,0,0,0,0,0.0,40.0,0,0,0,243.0,41,-6.0,0.5,63.0,1,64.0
662291,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,4,4.0,11,0,0,0,1,0,0,0,0,0.0,44.0,0,0,0,247.0,40,-6.0,0.5,63.5,2,65.5
662293,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,3,2.0,12,0,0,1,0,0,0,0,0,-1.0,46.0,0,0,0,249.0,31,-7.0,3.0,66.5,2,68.5
662295,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,4,3.0,13,0,0,1,0,0,0,0,0,-1.0,49.0,0,0,0,252.0,29,-8.0,3.0,69.5,3,72.5
662297,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,4,4.0,14,0,0,0,1,0,0,0,0,0.0,53.0,0,0,0,256.0,28,-8.0,0.5,70.0,3,73.0
662299,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,57.0,0,0,0,260.0,27,-9.0,3.0,73.0,3,76.0
662301,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,3,3.0,16,0,0,0,1,0,0,0,0,0.0,60.0,0,0,0,263.0,27,-9.0,0.5,73.5,3,76.5
662303,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,4,4.0,17,0,0,0,1,0,0,0,0,0.0,64.0,0,0,0,267.0,26,-9.0,0.5,74.0,3,77.0
662305,Wyndham Championship,2024-08-08,Chris Gotterup,-10,4,4,3.0,18,0,0,1,0,0,0,0,0,-1.0,67.0,0,0,1,270.0,22,-10.0,8.0,82.0,4,86.0
662415,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,4,3.0,1,0,0,1,0,0,0,0,0,-1.0,3.0,0,0,0,3.0,1,-1.0,3.0,3.0,30,33.0
662417,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,4,4.0,2,0,0,0,1,0,0,0,0,0.0,7.0,0,0,0,7.0,12,-1.0,0.5,3.5,6,9.5
662419,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,3,3.0,3,0,0,0,1,0,0,0,0,0.0,10.0,0,0,0,10.0,14,-1.0,0.5,4.0,6,10.0
662421,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,4,4.0,4,0,0,0,1,0,0,0,0,0.0,14.0,0,0,0,14.0,16,-1.0,0.5,4.5,5,9.5
662423,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,5,5.0,5,0,0,0,1,0,0,0,0,0.0,19.0,0,0,0,19.0,35,-1.0,0.5,5.0,2,7.0
662425,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,4,4.0,6,0,0,0,1,0,0,0,0,0.0,23.0,0,0,0,23.0,43,-1.0,0.5,5.5,1,6.5
662427,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,3,3.0,7,0,0,0,1,0,0,0,0,0.0,26.0,0,0,0,26.0,43,-1.0,0.5,6.0,1,7.0
662429,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,4,4.0,8,0,0,0,1,0,0,0,0,0.0,30.0,0,0,0,30.0,48,-1.0,0.5,6.5,1,7.5
662431,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,4,5.0,9,0,0,0,0,1,0,0,0,1.0,35.0,0,0,0,35.0,98,0.0,-0.5,6.0,0,6.0
662433,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,4,4.0,10,0,0,0,1,0,0,0,0,0.0,39.0,0,0,0,39.0,98,0.0,0.5,6.5,0,6.5
662435,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,4,4.0,11,0,0,0,1,0,0,0,0,0.0,43.0,0,0,0,43.0,92,0.0,0.5,7.0,0,7.0
662437,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,3,3.0,12,0,0,0,1,0,0,0,0,0.0,46.0,0,0,0,46.0,92,0.0,0.5,7.5,0,7.5
662439,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,4,4.0,13,0,0,0,1,0,0,0,0,0.0,50.0,0,0,0,50.0,94,0.0,0.5,8.0,0,8.0
662441,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,4,4.0,14,0,0,0,1,0,0,0,0,0.0,54.0,0,0,0,54.0,92,0.0,0.5,8.5,0,8.5
662443,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,58.0,0,0,0,58.0,75,-1.0,3.0,11.5,0,11.5
662445,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,3,3.0,16,0,0,0,1,0,0,0,0,0.0,61.0,0,0,0,61.0,77,-1.0,0.5,12.0,0,12.0
662447,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,4,5.0,17,0,0,0,0,1,0,0,0,1.0,66.0,0,0,0,66.0,101,0.0,-0.5,11.5,0,11.5
662449,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,1,4,4.0,18,0,0,0,1,0,0,0,0,0.0,70.0,0,0,0,70.0,98,0.0,0.5,12.0,0,12.0
662451,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,4,5.0,1,0,0,0,0,1,0,0,0,1.0,5.0,0,0,0,75.0,116,1.0,-0.5,11.5,0,11.5
662453,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,4,3.0,2,0,0,1,0,0,0,0,0,-1.0,8.0,0,0,0,78.0,101,0.0,3.0,14.5,0,14.5
662455,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,3,2.0,3,0,0,1,0,0,0,0,0,-1.0,10.0,0,0,0,80.0,74,-1.0,3.0,17.5,0,17.5
662457,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,4,4.0,4,0,0,0,1,0,0,0,0,0.0,14.0,0,0,0,84.0,78,-1.0,0.5,18.0,0,18.0
662459,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,5,3.0,5,0,1,0,0,0,0,0,0,-2.0,17.0,0,0,0,87.0,53,-3.0,8.0,26.0,0,26.0
662461,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,4,3.0,6,0,0,1,0,0,0,0,0,-1.0,20.0,0,0,0,90.0,33,-4.0,3.0,29.0,2,31.0
662463,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,3,2.0,7,0,0,1,0,0,0,0,0,-1.0,22.0,1,0,0,92.0,22,-5.0,6.0,35.0,4,39.0
662465,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,4,3.0,8,0,0,1,0,0,0,0,0,-1.0,25.0,0,0,0,95.0,16,-6.0,3.0,38.0,5,43.0
662467,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,4,4.0,9,0,0,0,1,0,0,0,0,0.0,29.0,0,0,0,99.0,15,-6.0,0.5,38.5,6,44.5
662469,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,4,4.0,10,0,0,0,1,0,0,0,0,0.0,33.0,0,0,0,103.0,13,-6.0,0.5,39.0,6,45.0
662471,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,4,4.0,11,0,0,0,1,0,0,0,0,0.0,37.0,0,0,0,107.0,10,-6.0,0.5,39.5,7,46.5
662473,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,3,3.0,12,0,0,0,1,0,0,0,0,0.0,40.0,0,0,0,110.0,14,-6.0,0.5,40.0,6,46.0
662475,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,4,4.0,13,0,0,0,1,0,0,0,0,0.0,44.0,0,0,0,114.0,18,-6.0,0.5,40.5,5,45.5
662477,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,4,5.0,14,0,0,0,0,1,0,0,0,1.0,49.0,0,0,0,119.0,25,-5.0,-0.5,40.0,4,44.0
662479,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,5,5.0,15,0,0,0,1,0,0,0,0,0.0,54.0,0,0,0,124.0,33,-5.0,0.5,40.5,2,42.5
662481,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,3,3.0,16,0,0,0,1,0,0,0,0,0.0,57.0,0,0,0,127.0,32,-5.0,0.5,41.0,2,43.0
662483,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,4,5.0,17,0,0,0,0,1,0,0,0,1.0,62.0,0,0,0,132.0,50,-4.0,-0.5,40.5,1,41.5
662485,Wyndham Championship,2024-08-08,Christiaan Bezuidenhout,-10,2,4,4.0,18,0,0,0,1,0,0,0,0,0.0,66.0,0,0,0,136.0,46,-4.0,0.5,41.0,1,42.0
