Unnamed: 0,Event Title,Event Date,Player Name,Score,Round,Pars,Scores,Hole,Double_Eagle_or_Better,Eagle,Birdie,Par,Bogey,Double_Bogey,Worse_than_Double_Bogey,Hole_in_1,Score_Relative_to_Par,Cumulative_Score,Streak_of_3_Birdies_or_Better,Bogey_Free_Round,Under_70_All_Rounds,Overall_Cumulative_Score,Position_At_Hole,Cumulative_Score_Relative_to_Par,FPTS,Cumulative_FPTS,FPTS_Positions,Total_FPTS
655899,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,4.0,24,0.0,0.5,0.5,4,4.5
655901,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,4,4.0,2,0,0,0,1,0,0,0,0,0.0,8.0,0,0,0,8.0,50,0.0,0.5,1.0,1,2.0
655903,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,3,3.0,3,0,0,0,1,0,0,0,0,0.0,11.0,0,0,0,11.0,60,0.0,0.5,1.5,0,1.5
655905,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,4,5.0,4,0,0,0,0,1,0,0,0,1.0,16.0,0,0,0,16.0,112,1.0,-0.5,1.0,0,1.0
655907,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,5,4.0,5,0,0,1,0,0,0,0,0,-1.0,20.0,0,0,0,20.0,89,0.0,3.0,4.0,0,4.0
655909,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,4,4.0,6,0,0,0,1,0,0,0,0,0.0,24.0,0,0,0,24.0,92,0.0,0.5,4.5,0,4.5
655911,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,3,2.0,7,0,0,1,0,0,0,0,0,-1.0,26.0,0,0,0,26.0,43,-1.0,3.0,7.5,1,8.5
655913,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,4,4.0,8,0,0,0,1,0,0,0,0,0.0,30.0,0,0,0,30.0,48,-1.0,0.5,8.0,1,9.0
655915,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,4,4.0,9,0,0,0,1,0,0,0,0,0.0,34.0,0,0,0,34.0,49,-1.0,0.5,8.5,1,9.5
655917,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,4,4.0,10,0,0,0,1,0,0,0,0,0.0,38.0,0,0,0,38.0,54,-1.0,0.5,9.0,0,9.0
655919,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,4,4.0,11,0,0,0,1,0,0,0,0,0.0,42.0,0,0,0,42.0,51,-1.0,0.5,9.5,0,9.5
655921,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,3,2.0,12,0,0,1,0,0,0,0,0,-1.0,44.0,0,0,0,44.0,27,-2.0,3.0,12.5,3,15.5
655923,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,4,3.0,13,0,0,1,0,0,0,0,0,-1.0,47.0,0,0,0,47.0,14,-3.0,3.0,15.5,6,21.5
655925,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,4,4.0,14,0,0,0,1,0,0,0,0,0.0,51.0,0,0,0,51.0,13,-3.0,0.5,16.0,6,22.0
655927,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,5,3.0,15,0,1,0,0,0,0,0,0,-2.0,54.0,0,0,0,54.0,6,-5.0,8.0,24.0,12,36.0
655929,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,3,3.0,16,0,0,0,1,0,0,0,0,0.0,57.0,0,0,0,57.0,7,-5.0,0.5,24.5,10,34.5
655931,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,4,4.0,17,0,0,0,1,0,0,0,0,0.0,61.0,0,0,0,61.0,9,-5.0,0.5,25.0,8,33.0
655933,Wyndham Championship,2024-08-08,Aaron Rai,-18,1,4,4.0,18,0,0,0,1,0,0,0,0,0.0,65.0,0,0,0,65.0,9,-5.0,0.5,25.5,8,33.5
655935,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,69.0,9,-5.0,0.5,26.0,8,34.0
655937,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,4,4.0,2,0,0,0,1,0,0,0,0,0.0,8.0,0,0,0,73.0,13,-5.0,0.5,26.5,6,32.5
655939,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,3,3.0,3,0,0,0,1,0,0,0,0,0.0,11.0,0,0,0,76.0,16,-5.0,0.5,27.0,5,32.0
655941,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,4,3.0,4,0,0,1,0,0,0,0,0,-1.0,14.0,0,0,0,79.0,10,-6.0,3.0,30.0,7,37.0
655943,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,5,5.0,5,0,0,0,1,0,0,0,0,0.0,19.0,0,0,0,84.0,15,-6.0,0.5,30.5,6,36.5
655945,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,4,3.0,6,0,0,1,0,0,0,0,0,-1.0,22.0,0,0,0,87.0,11,-7.0,3.0,33.5,6,39.5
655947,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,3,3.0,7,0,0,0,1,0,0,0,0,0.0,25.0,0,0,0,90.0,9,-7.0,0.5,34.0,8,42.0
655949,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,4,4.0,8,0,0,0,1,0,0,0,0,0.0,29.0,0,0,0,94.0,9,-7.0,0.5,34.5,8,42.5
655951,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,4,4.0,9,0,0,0,1,0,0,0,0,0.0,33.0,0,0,0,98.0,8,-7.0,0.5,35.0,9,44.0
655953,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,4,4.0,10,0,0,0,1,0,0,0,0,0.0,37.0,0,0,0,102.0,8,-7.0,0.5,35.5,9,44.5
655955,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,4,3.0,11,0,0,1,0,0,0,0,0,-1.0,40.0,0,0,0,105.0,8,-8.0,3.0,38.5,9,47.5
655957,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,3,2.0,12,0,0,1,0,0,0,0,0,-1.0,42.0,0,0,0,107.0,3,-9.0,3.0,41.5,18,59.5
655959,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,4,4.0,13,0,0,0,1,0,0,0,0,0.0,46.0,0,0,0,111.0,4,-9.0,0.5,42.0,16,58.0
655961,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,4,5.0,14,0,0,0,0,1,0,0,0,1.0,51.0,0,0,0,116.0,6,-8.0,-0.5,41.5,12,53.5
655963,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,5,3.0,15,0,1,0,0,0,0,0,0,-2.0,54.0,0,0,0,119.0,4,-10.0,8.0,49.5,16,65.5
655965,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,3,3.0,16,0,0,0,1,0,0,0,0,0.0,57.0,0,0,0,122.0,3,-10.0,0.5,50.0,18,68.0
655967,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,4,4.0,17,0,0,0,1,0,0,0,0,0.0,61.0,0,0,0,126.0,6,-10.0,0.5,50.5,12,62.5
655969,Wyndham Championship,2024-08-08,Aaron Rai,-18,2,4,4.0,18,0,0,0,1,0,0,0,0,0.0,65.0,0,0,0,130.0,5,-10.0,0.5,51.0,14,65.0
655971,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,134.0,5,-10.0,0.5,51.5,14,65.5
655973,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,4,3.0,2,0,0,1,0,0,0,0,0,-1.0,7.0,0,0,0,137.0,3,-11.0,3.0,54.5,18,72.5
655975,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,3,3.0,3,0,0,0,1,0,0,0,0,0.0,10.0,0,0,0,140.0,3,-11.0,0.5,55.0,18,73.0
655977,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,4,4.0,4,0,0,0,1,0,0,0,0,0.0,14.0,0,0,0,144.0,3,-11.0,0.5,55.5,18,73.5
655979,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,5,4.0,5,0,0,1,0,0,0,0,0,-1.0,18.0,0,0,0,148.0,3,-12.0,3.0,58.5,18,76.5
655981,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,4,4.0,6,0,0,0,1,0,0,0,0,0.0,22.0,0,0,0,152.0,3,-12.0,0.5,59.0,18,77.0
655983,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,3,3.0,7,0,0,0,1,0,0,0,0,0.0,25.0,0,0,0,155.0,3,-12.0,0.5,59.5,18,77.5
655985,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,4,4.0,8,0,0,0,1,0,0,0,0,0.0,29.0,0,0,0,159.0,3,-12.0,0.5,60.0,18,78.0
655987,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,4,4.0,9,0,0,0,1,0,0,0,0,0.0,33.0,0,0,0,163.0,3,-12.0,0.5,60.5,18,78.5
655989,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,4,4.0,10,0,0,0,1,0,0,0,0,0.0,37.0,0,0,0,167.0,3,-12.0,0.5,61.0,18,79.0
655991,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,4,4.0,11,0,0,0,1,0,0,0,0,0.0,41.0,0,0,0,171.0,3,-12.0,0.5,61.5,18,79.5
655993,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,3,3.0,12,0,0,0,1,0,0,0,0,0.0,44.0,0,0,0,174.0,3,-12.0,0.5,62.0,18,80.0
655995,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,4,4.0,13,0,0,0,1,0,0,0,0,0.0,48.0,0,0,0,178.0,4,-12.0,0.5,62.5,16,78.5
655997,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,4,5.0,14,0,0,0,0,1,0,0,0,1.0,53.0,0,0,0,183.0,5,-11.0,-0.5,62.0,14,76.0
655999,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,57.0,0,0,0,187.0,4,-12.0,3.0,65.0,16,81.0
656001,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,3,3.0,16,0,0,0,1,0,0,0,0,0.0,60.0,0,0,0,190.0,4,-12.0,0.5,65.5,16,81.5
656003,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,4,3.0,17,0,0,1,0,0,0,0,0,-1.0,63.0,0,0,0,193.0,3,-13.0,3.0,68.5,18,86.5
656005,Wyndham Championship,2024-08-08,Aaron Rai,-18,3,4,5.0,18,0,0,0,0,1,0,0,0,1.0,68.0,0,0,0,198.0,3,-12.0,-0.5,68.0,18,86.0
656007,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,202.0,3,-12.0,0.5,68.5,18,86.5
656009,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,4,4.0,2,0,0,0,1,0,0,0,0,0.0,8.0,0,0,0,206.0,3,-12.0,0.5,69.0,18,87.0
656011,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,3,2.0,3,0,0,1,0,0,0,0,0,-1.0,10.0,0,0,0,208.0,3,-13.0,3.0,72.0,18,90.0
656013,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,4,3.0,4,0,0,1,0,0,0,0,0,-1.0,13.0,0,0,0,211.0,2,-14.0,3.0,75.0,20,95.0
656015,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,5,4.0,5,0,0,1,0,0,0,0,0,-1.0,17.0,1,0,0,215.0,2,-15.0,6.0,81.0,20,101.0
656017,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,4,3.0,6,0,0,1,0,0,0,0,0,-1.0,20.0,0,0,0,218.0,2,-16.0,3.0,84.0,20,104.0
656019,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,3,3.0,7,0,0,0,1,0,0,0,0,0.0,23.0,0,0,0,221.0,2,-16.0,0.5,84.5,20,104.5
656021,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,4,4.0,8,0,0,0,1,0,0,0,0,0.0,27.0,0,0,0,225.0,2,-16.0,0.5,85.0,20,105.0
656023,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,4,4.0,9,0,0,0,1,0,0,0,0,0.0,31.0,0,0,0,229.0,2,-16.0,0.5,85.5,20,105.5
656025,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,4,4.0,10,0,0,0,1,0,0,0,0,0.0,35.0,0,0,0,233.0,2,-16.0,0.5,86.0,20,106.0
656027,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,4,4.0,11,0,0,0,1,0,0,0,0,0.0,39.0,0,0,0,237.0,2,-16.0,0.5,86.5,20,106.5
656029,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,3,2.0,12,0,0,1,0,0,0,0,0,-1.0,41.0,0,0,0,239.0,2,-17.0,3.0,89.5,20,109.5
656031,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,4,4.0,13,0,0,0,1,0,0,0,0,0.0,45.0,0,0,0,243.0,2,-17.0,0.5,90.0,20,110.0
656033,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,4,4.0,14,0,0,0,1,0,0,0,0,0.0,49.0,0,0,0,247.0,1,-17.0,0.5,90.5,30,120.5
656035,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,5,5.0,15,0,0,0,1,0,0,0,0,0.0,54.0,0,0,0,252.0,2,-17.0,0.5,91.0,20,111.0
656037,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,3,3.0,16,0,0,0,1,0,0,0,0,0.0,57.0,0,0,0,255.0,1,-17.0,0.5,91.5,30,121.5
656039,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,4,4.0,17,0,0,0,1,0,0,0,0,0.0,61.0,0,0,0,259.0,1,-17.0,0.5,92.0,30,122.0
656041,Wyndham Championship,2024-08-08,Aaron Rai,-18,4,4,3.0,18,0,0,1,0,0,0,0,0,-1.0,64.0,0,1,1,262.0,1,-18.0,11.0,103.0,30,133.0
656150,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,4.0,24,0.0,0.5,0.5,4,4.5
656151,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,4,4.0,2,0,0,0,1,0,0,0,0,0.0,8.0,0,0,0,8.0,50,0.0,0.5,1.0,1,2.0
656152,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,3,3.0,3,0,0,0,1,0,0,0,0,0.0,11.0,0,0,0,11.0,60,0.0,0.5,1.5,0,1.5
656153,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,4,3.0,4,0,0,1,0,0,0,0,0,-1.0,14.0,0,0,0,14.0,16,-1.0,3.0,4.5,5,9.5
656154,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,5,4.0,5,0,0,1,0,0,0,0,0,-1.0,18.0,0,0,0,18.0,15,-2.0,3.0,7.5,6,13.5
656155,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,4,3.0,6,0,0,1,0,0,0,0,0,-1.0,21.0,1,0,0,21.0,8,-3.0,6.0,13.5,9,22.5
656156,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,3,2.0,7,0,0,1,0,0,0,0,0,-1.0,23.0,0,0,0,23.0,4,-4.0,3.0,16.5,16,32.5
656157,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,4,4.0,8,0,0,0,1,0,0,0,0,0.0,27.0,0,0,0,27.0,4,-4.0,0.5,17.0,16,33.0
656158,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,4,4.0,9,0,0,0,1,0,0,0,0,0.0,31.0,0,0,0,31.0,6,-4.0,0.5,17.5,12,29.5
656159,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,4,4.0,10,0,0,0,1,0,0,0,0,0.0,35.0,0,0,0,35.0,5,-4.0,0.5,18.0,14,32.0
656160,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,4,4.0,11,0,0,0,1,0,0,0,0,0.0,39.0,0,0,0,39.0,8,-4.0,0.5,18.5,9,27.5
656161,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,3,3.0,12,0,0,0,1,0,0,0,0,0.0,42.0,0,0,0,42.0,6,-4.0,0.5,19.0,12,31.0
656162,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,4,5.0,13,0,0,0,0,1,0,0,0,1.0,47.0,0,0,0,47.0,14,-3.0,-0.5,18.5,6,24.5
656163,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,4,5.0,14,0,0,0,0,1,0,0,0,1.0,52.0,0,0,0,52.0,31,-2.0,-0.5,18.0,2,20.0
656164,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,56.0,0,0,0,56.0,20,-3.0,3.0,21.0,5,26.0
656165,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,3,3.0,16,0,0,0,1,0,0,0,0,0.0,59.0,0,0,0,59.0,21,-3.0,0.5,21.5,4,25.5
656166,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,4,3.0,17,0,0,1,0,0,0,0,0,-1.0,62.0,0,0,0,62.0,16,-4.0,3.0,24.5,5,29.5
656167,Wyndham Championship,2024-08-08,Adam Hadwin,-9,1,4,4.0,18,0,0,0,1,0,0,0,0,0.0,66.0,0,0,0,66.0,18,-4.0,0.5,25.0,5,30.0
656168,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,70.0,18,-4.0,0.5,25.5,5,30.5
656169,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,4,4.0,2,0,0,0,1,0,0,0,0,0.0,8.0,0,0,0,74.0,19,-4.0,0.5,26.0,5,31.0
656170,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,3,2.0,3,0,0,1,0,0,0,0,0,-1.0,10.0,0,0,0,76.0,16,-5.0,3.0,29.0,5,34.0
656171,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,4,4.0,4,0,0,0,1,0,0,0,0,0.0,14.0,0,0,0,80.0,18,-5.0,0.5,29.5,5,34.5
656172,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,5,5.0,5,0,0,0,1,0,0,0,0,0.0,19.0,0,0,0,85.0,19,-5.0,0.5,30.0,5,35.0
656173,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,4,4.0,6,0,0,0,1,0,0,0,0,0.0,23.0,0,0,0,89.0,20,-5.0,0.5,30.5,5,35.5
656174,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,3,3.0,7,0,0,0,1,0,0,0,0,0.0,26.0,0,0,0,92.0,22,-5.0,0.5,31.0,4,35.0
656175,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,4,4.0,8,0,0,0,1,0,0,0,0,0.0,30.0,0,0,0,96.0,22,-5.0,0.5,31.5,4,35.5
656176,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,4,4.0,9,0,0,0,1,0,0,0,0,0.0,34.0,0,0,0,100.0,22,-5.0,0.5,32.0,4,36.0
656177,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,4,3.0,10,0,0,1,0,0,0,0,0,-1.0,37.0,0,0,0,103.0,13,-6.0,3.0,35.0,6,41.0
656178,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,4,4.0,11,0,0,0,1,0,0,0,0,0.0,41.0,0,0,0,107.0,10,-6.0,0.5,35.5,7,42.5
656179,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,3,3.0,12,0,0,0,1,0,0,0,0,0.0,44.0,0,0,0,110.0,14,-6.0,0.5,36.0,6,42.0
656180,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,4,3.0,13,0,0,1,0,0,0,0,0,-1.0,47.0,0,0,0,113.0,11,-7.0,3.0,39.0,6,45.0
656181,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,4,4.0,14,0,0,0,1,0,0,0,0,0.0,51.0,0,0,0,117.0,11,-7.0,0.5,39.5,6,45.5
656182,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,55.0,0,0,0,121.0,10,-8.0,3.0,42.5,7,49.5
656183,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,3,3.0,16,0,0,0,1,0,0,0,0,0.0,58.0,0,0,0,124.0,11,-8.0,0.5,43.0,6,49.0
656184,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,4,5.0,17,0,0,0,0,1,0,0,0,1.0,63.0,0,0,0,129.0,15,-7.0,-0.5,42.5,6,48.5
656185,Wyndham Championship,2024-08-08,Adam Hadwin,-9,2,4,4.0,18,0,0,0,1,0,0,0,0,0.0,67.0,0,0,0,133.0,15,-7.0,0.5,43.0,6,49.0
656186,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,137.0,15,-7.0,0.5,43.5,6,49.5
656187,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,4,3.0,2,0,0,1,0,0,0,0,0,-1.0,7.0,0,0,0,140.0,13,-8.0,3.0,46.5,6,52.5
656188,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,3,3.0,3,0,0,0,1,0,0,0,0,0.0,10.0,0,0,0,143.0,12,-8.0,0.5,47.0,6,53.0
656189,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,4,3.0,4,0,0,1,0,0,0,0,0,-1.0,13.0,0,0,0,146.0,8,-9.0,3.0,50.0,9,59.0
656190,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,5,4.0,5,0,0,1,0,0,0,0,0,-1.0,17.0,0,0,0,150.0,7,-10.0,3.0,53.0,10,63.0
656191,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,4,4.0,6,0,0,0,1,0,0,0,0,0.0,21.0,0,0,0,154.0,7,-10.0,0.5,53.5,10,63.5
656192,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,3,3.0,7,0,0,0,1,0,0,0,0,0.0,24.0,0,0,0,157.0,7,-10.0,0.5,54.0,10,64.0
656193,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,4,4.0,8,0,0,0,1,0,0,0,0,0.0,28.0,0,0,0,161.0,8,-10.0,0.5,54.5,9,63.5
656194,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,4,4.0,9,0,0,0,1,0,0,0,0,0.0,32.0,0,0,0,165.0,8,-10.0,0.5,55.0,9,64.0
656195,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,4,5.0,10,0,0,0,0,1,0,0,0,1.0,37.0,0,0,0,170.0,11,-9.0,-0.5,54.5,6,60.5
656196,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,4,4.0,11,0,0,0,1,0,0,0,0,0.0,41.0,0,0,0,174.0,14,-9.0,0.5,55.0,6,61.0
656197,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,3,3.0,12,0,0,0,1,0,0,0,0,0.0,44.0,0,0,0,177.0,12,-9.0,0.5,55.5,6,61.5
656198,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,4,3.0,13,0,0,1,0,0,0,0,0,-1.0,47.0,0,0,0,180.0,9,-10.0,3.0,58.5,8,66.5
656199,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,4,5.0,14,0,0,0,0,1,0,0,0,1.0,52.0,0,0,0,185.0,13,-9.0,-0.5,58.0,6,64.0
656200,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,56.0,0,0,0,189.0,9,-10.0,3.0,61.0,8,69.0
656201,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,3,4.0,16,0,0,0,0,1,0,0,0,1.0,60.0,0,0,0,193.0,16,-9.0,-0.5,60.5,5,65.5
656202,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,4,3.0,17,0,0,1,0,0,0,0,0,-1.0,63.0,0,0,0,196.0,12,-10.0,3.0,63.5,6,69.5
656203,Wyndham Championship,2024-08-08,Adam Hadwin,-9,3,4,5.0,18,0,0,0,0,1,0,0,0,1.0,68.0,0,0,0,201.0,15,-9.0,-0.5,63.0,6,69.0
656204,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,4,4.0,1,0,0,0,1,0,0,0,0,0.0,4.0,0,0,0,205.0,17,-9.0,0.5,63.5,5,68.5
656205,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,4,4.0,2,0,0,0,1,0,0,0,0,0.0,8.0,0,0,0,209.0,17,-9.0,0.5,64.0,5,69.0
656206,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,3,2.0,3,0,0,1,0,0,0,0,0,-1.0,10.0,0,0,0,211.0,13,-10.0,3.0,67.0,6,73.0
656207,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,4,4.0,4,0,0,0,1,0,0,0,0,0.0,14.0,0,0,0,215.0,13,-10.0,0.5,67.5,6,73.5
656208,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,5,4.0,5,0,0,1,0,0,0,0,0,-1.0,18.0,0,0,0,219.0,12,-11.0,3.0,70.5,6,76.5
656209,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,4,4.0,6,0,0,0,1,0,0,0,0,0.0,22.0,0,0,0,223.0,11,-11.0,0.5,71.0,6,77.0
656210,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,3,3.0,7,0,0,0,1,0,0,0,0,0.0,25.0,0,0,0,226.0,9,-11.0,0.5,71.5,8,79.5
656211,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,4,4.0,8,0,0,0,1,0,0,0,0,0.0,29.0,0,0,0,230.0,10,-11.0,0.5,72.0,7,79.0
656212,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,4,5.0,9,0,0,0,0,1,0,0,0,1.0,34.0,0,0,0,235.0,20,-10.0,-0.5,71.5,5,76.5
656213,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,4,5.0,10,0,0,0,0,1,0,0,0,1.0,39.0,0,0,0,240.0,22,-9.0,-0.5,71.0,4,75.0
656214,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,4,5.0,11,0,0,0,0,1,0,0,0,1.0,44.0,0,0,0,245.0,28,-8.0,-0.5,70.5,3,73.5
656215,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,3,4.0,12,0,0,0,0,1,0,0,0,1.0,48.0,0,0,0,249.0,31,-7.0,-0.5,70.0,2,72.0
656216,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,4,3.0,13,0,0,1,0,0,0,0,0,-1.0,51.0,0,0,0,252.0,29,-8.0,3.0,73.0,3,76.0
656217,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,4,4.0,14,0,0,0,1,0,0,0,0,0.0,55.0,0,0,0,256.0,28,-8.0,0.5,73.5,3,76.5
656218,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,5,4.0,15,0,0,1,0,0,0,0,0,-1.0,59.0,0,0,0,260.0,27,-9.0,3.0,76.5,3,79.5
656219,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,3,3.0,16,0,0,0,1,0,0,0,0,0.0,62.0,0,0,0,263.0,27,-9.0,0.5,77.0,3,80.0
656220,Wyndham Championship,2024-08-08,Adam Hadwin,-9,4,4,4.0,17,0,0,0,1,0,0,0,0,0.0,66.0,0,0,0,267.0,26,-9.0,0.5,77.5,3,80.5
